time_days,pressure_bar,mass_kg,cumulative_source_kg,cumulative_produced_kg,cumulative_leaked_kg,cumulative_consumed_kg,production_sm3_day,source_sm3_day,leakage_sm3_day,consumption_kg_day,stage_index,balance_residual_kg
26298.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
26663.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
27028.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
27393.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
27759.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
28124.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
28489.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
28854.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
29220.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
29585.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
29950.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
30315.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
30681.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
31046.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
31411.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
31776.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
32142.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
32507.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
32872.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
33237.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
33603.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
33968.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
34333.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
34698.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
35064.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
35429.25,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
35794.5,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
36159.75,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
36525.0,160.00000000000009,17240828.584673204,0.0,31523844.62107113,0.0,0.0,2.523054215630787e-10,0.0,0.0,0.0,0,-7.450580596923828e-09
